"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Young, Jared","676724","2023","47","30",0.186,0.188,-0.0020000000000000018,0.465,0.373,0.09200000000000003,0.302,0.274,0.02799999999999997
"Heineman, Tyler","623168","2023","47","30",0.237,0.25,-0.013000000000000012,0.316,0.307,0.009000000000000008,0.325,0.33,-0.0050000000000000044
"Thomas, Cody","642137","2023","46","25",0.238,0.156,0.08199999999999999,0.381,0.227,0.154,0.3,0.209,0.091
"Paris, Kyren","677347","2023","46","24",0.1,0.168,-0.068,0.1,0.247,-0.147,0.156,0.237,-0.08099999999999999
"Luciano, Marco","682617","2023","45","22",0.231,0.221,0.010000000000000009,0.308,0.309,-0.0010000000000000009,0.293,0.292,0.0010000000000000009
"Huff, Sam","669087","2023","45","26",0.256,0.233,0.022999999999999993,0.512,0.497,0.015000000000000013,0.337,0.321,0.016000000000000014
"Kessinger, Grae","666197","2023","45","28",0.2,0.194,0.006000000000000005,0.325,0.404,-0.07900000000000001,0.275,0.299,-0.023999999999999966
"DeLuca, Jonny","676356","2023","45","34",0.262,0.217,0.04500000000000001,0.429,0.348,0.08100000000000002,0.32,0.271,0.04899999999999999
"León, Sandy","506702","2023","44","22",0.146,0.136,0.009999999999999981,0.195,0.197,-0.0020000000000000018,0.173,0.168,0.004999999999999977
"Herrera, Iván","671056","2023","44","26",0.297,0.27,0.02699999999999997,0.351,0.365,-0.014000000000000012,0.349,0.341,0.007999999999999952
"Martínez, J.P.","679881","2023","44","26",0.225,0.182,0.04300000000000001,0.325,0.297,0.028000000000000025,0.246,0.23,0.015999999999999986
"Horwitz, Spencer","687462","2023","44","27",0.256,0.219,0.037000000000000005,0.385,0.354,0.031000000000000028,0.322,0.296,0.026000000000000023
"Hopkins, TJ","686759","2023","44","24",0.171,0.179,-0.00799999999999998,0.171,0.232,-0.061,0.189,0.214,-0.024999999999999994
"Bouchard, Sean","656248","2023","43","25",0.316,0.239,0.07700000000000001,0.684,0.525,0.15900000000000003,0.432,0.372,0.06
"Montes, Coco","663796","2023","41","26",0.184,0.147,0.037000000000000005,0.316,0.229,0.087,0.247,0.201,0.045999999999999985
"Cruz, Oneil","665833","2023","40","25",0.25,0.209,0.04100000000000001,0.375,0.363,0.01200000000000001,0.335,0.318,0.017000000000000015
"Stevenson, Andrew","664057","2023","40","29",0.189,0.166,0.022999999999999993,0.216,0.203,0.012999999999999984,0.216,0.202,0.013999999999999985
"Adams, Jordyn","677941","2023","40","24",0.128,0.18,-0.05199999999999999,0.128,0.232,-0.10400000000000001,0.11,0.175,-0.06499999999999999
"Haseley, Adam","656514","2023","39","28",0.222,0.25,-0.027999999999999997,0.278,0.346,-0.06799999999999995,0.253,0.29,-0.03699999999999998
"Hamilton, David","666152","2023","39","23",0.121,0.15,-0.028999999999999998,0.182,0.176,0.006000000000000005,0.216,0.227,-0.01100000000000001
"Porter, Logan","682515","2023","38","21",0.194,0.198,-0.0040000000000000036,0.323,0.327,-0.0040000000000000036,0.297,0.302,-0.0050000000000000044
"Lipcius, Andre","686531","2023","38","27",0.286,0.245,0.04099999999999998,0.4,0.368,0.03200000000000003,0.326,0.298,0.028000000000000025
"Burdick, Peyton","680814","2023","37","15",0.182,0.157,0.024999999999999994,0.333,0.328,0.0050000000000000044,0.269,0.257,0.01200000000000001
"Rosario, Eguy","666703","2023","37","24",0.25,0.194,0.055999999999999994,0.5,0.366,0.134,0.322,0.249,0.07300000000000001
"Blankenhorn, Travis","663905","2023","37","25",0.161,0.225,-0.064,0.258,0.361,-0.10299999999999998,0.262,0.322,-0.06
"Smith-Njigba, Canaan","675986","2023","37","17",0.125,0.155,-0.03,0.219,0.276,-0.05700000000000002,0.199,0.239,-0.03999999999999998
"Rutherford, Blake","666164","2023","36","25",0.171,0.16,0.01100000000000001,0.171,0.192,-0.02099999999999999,0.166,0.17,-0.0040000000000000036
"Caminero, Junior","691406","2023","36","26",0.235,0.21,0.024999999999999994,0.353,0.353,0,0.276,0.265,0.01100000000000001
"Lawlar, Jordan","691783","2023","34","20",0.129,0.14,-0.01100000000000001,0.129,0.18,-0.05099999999999999,0.166,0.189,-0.022999999999999993
"Fitzgerald, Tyler","666149","2023","34","22",0.219,0.155,0.064,0.469,0.25,0.21899999999999997,0.31,0.2,0.10999999999999999
"Tena, José","677588","2023","34","18",0.226,0.174,0.05200000000000002,0.29,0.284,0.006000000000000005,0.264,0.238,0.026000000000000023
"Ortiz, Joey","687401","2023","34","25",0.212,0.253,-0.04100000000000001,0.242,0.338,-0.09600000000000003,0.192,0.249,-0.056999999999999995
"Ríos, Edwin","621458","2023","34","12",0.071,0.154,-0.083,0.214,0.274,-0.060000000000000026,0.219,0.272,-0.05300000000000002
"Domínguez, Jasson","691176","2023","33","23",0.258,0.283,-0.024999999999999967,0.677,0.52,0.15700000000000003,0.403,0.36,0.04300000000000004
"Stowers, Kyle","669065","2023","33","18",0.067,0.144,-0.07699999999999999,0.067,0.191,-0.124,0.117,0.193,-0.076
"Millas, Drew","686452","2023","33","24",0.286,0.282,0.0040000000000000036,0.464,0.422,0.04200000000000004,0.365,0.349,0.016000000000000014
"Kjerstad, Heston","677008","2023","33","20",0.233,0.268,-0.035,0.467,0.551,-0.08400000000000002,0.318,0.363,-0.044999999999999984
"Mercado, Óscar","640458","2023","32","27",0.29,0.271,0.01899999999999996,0.387,0.327,0.06,0.304,0.273,0.030999999999999972
"Lukes, Nathan","664770","2023","31","18",0.192,0.211,-0.01899999999999999,0.308,0.31,-0.0020000000000000018,0.266,0.276,-0.010000000000000009
"Garlick, Kyle","664247","2023","30","17",0.179,0.2,-0.02100000000000002,0.429,0.548,-0.11900000000000005,0.28,0.333,-0.05299999999999999
"Madris, Bligh","676632","2023","30","19",0.154,0.197,-0.04300000000000001,0.192,0.295,-0.10299999999999998,0.222,0.276,-0.05400000000000002
"Torrens, Luis","620443","2023","30","19",0.25,0.237,0.013000000000000012,0.357,0.31,0.046999999999999986,0.289,0.266,0.022999999999999965
"Kennedy, Buddy","671083","2023","29","18",0.167,0.225,-0.057999999999999996,0.208,0.275,-0.06700000000000003,0.255,0.3,-0.044999999999999984
"Ellis, Drew","656403","2023","29","16",0.217,0.211,0.006000000000000005,0.478,0.488,-0.010000000000000009,0.373,0.374,-0.0010000000000000009
"Guthrie, Dalton","656495","2023","28","17",0.167,0.198,-0.031,0.208,0.289,-0.08099999999999999,0.239,0.281,-0.04200000000000004
"Allen, Greg","656185","2023","28","14",0.217,0.1,0.11699999999999999,0.478,0.144,0.33399999999999996,0.349,0.192,0.15699999999999997
"Hernández, Yonny","660634","2023","27","16",0.136,0.135,0.0010000000000000009,0.182,0.17,0.011999999999999983,0.197,0.204,-0.0069999999999999785
"Díaz, Isan","656371","2023","26","15",0.042,0.078,-0.036,0.042,0.099,-0.057,0.087,0.122,-0.035
"Hummel, Cooper","669450","2023","26","14",0.087,0.201,-0.11400000000000002,0.13,0.285,-0.15499999999999997,0.163,0.266,-0.10300000000000001
"Owings, Chris","572008","2023","25","13",0.16,0.135,0.024999999999999994,0.16,0.161,-0.0010000000000000009,0.141,0.129,0.011999999999999983
"La Stella, Tommy","600303","2023","24","16",0.19,0.184,0.006000000000000005,0.238,0.232,0.005999999999999978,0.249,0.244,0.0050000000000000044
"Serven, Brian","661531","2023","23","13",0.13,0.127,0.0030000000000000027,0.174,0.17,0.003999999999999976,0.131,0.127,0.0040000000000000036
"Lester, Josh","623507","2023","23","15",0.182,0.199,-0.017000000000000015,0.182,0.244,-0.062,0.184,0.216,-0.032
"Wilson, Weston","642215","2023","22","11",0.313,0.284,0.029000000000000026,0.5,0.507,-0.007000000000000006,0.441,0.433,0.008000000000000007
"O'Keefe, Brian","657247","2023","21","12",0.105,0.133,-0.02800000000000001,0.211,0.216,-0.0050000000000000044,0.185,0.198,-0.013000000000000012
"Querecuto, Juniel","578570","2023","21","14",0.1,0.197,-0.097,0.15,0.258,-0.10800000000000001,0.134,0.219,-0.08499999999999999
"Toro, Abraham","647351","2023","21","13",0.444,0.383,0.061,0.778,0.644,0.134,0.544,0.475,0.06900000000000006
"Capra, Vinny","681962","2023","21","14",0.167,0.188,-0.02099999999999999,0.222,0.22,0.0020000000000000018,0.22,0.23,-0.010000000000000009
"Meadows, Austin","640457","2023","21","18",0.238,0.229,0.00899999999999998,0.286,0.275,0.010999999999999954,0.227,0.22,0.007000000000000006
"Camargo, Johan","622666","2023","20","14",0.222,0.357,-0.13499999999999998,0.222,0.404,-0.18200000000000002,0.248,0.373,-0.125
"Crow-Armstrong, Pete","691718","2023","19","9",0,0.131,-0.131,0,0.248,-0.248,0.123,0.253,-0.13
"Williams, Luke","663897","2023","19","12",0.053,0.048,0.0049999999999999975,0.053,0.077,-0.024,0.046,0.054,-0.008
"Salazar, César","663967","2023","19","12",0.111,0.139,-0.02800000000000001,0.111,0.176,-0.06499999999999999,0.13,0.167,-0.037000000000000005
"Kreidler, Ryan","668952","2023","18","11",0.111,0.095,0.016,0.111,0.123,-0.011999999999999997,0.098,0.092,0.006000000000000005
"Canario, Alexander","672744","2023","17","9",0.294,0.226,0.06799999999999998,0.647,0.367,0.28,0.387,0.251,0.136
"White, Eli","642201","2023","17","7",0.071,0.204,-0.133,0.071,0.285,-0.21399999999999997,0.176,0.297,-0.121
"Pérez, Roberto","547379","2023","17","9",0.133,0.209,-0.07599999999999998,0.133,0.284,-0.15099999999999997,0.186,0.271,-0.08500000000000002
"Almonte, Abraham","501659","2023","16","7",0.067,0.144,-0.07699999999999999,0.133,0.212,-0.07899999999999999,0.121,0.185,-0.064
"Tromp, Chadwick","644433","2023","16","9",0.125,0.15,-0.024999999999999994,0.188,0.205,-0.016999999999999987,0.133,0.151,-0.017999999999999988
"Wall, Forrest","657088","2023","15","9",0.462,0.147,0.31500000000000006,0.846,0.216,0.63,0.569,0.224,0.345
"Gamel, Ben","592325","2023","15","13",0.2,0.205,-0.004999999999999977,0.267,0.389,-0.122,0.201,0.252,-0.05099999999999999
"Bemboom, Anthony","621532","2023","13","9",0.182,0.125,0.056999999999999995,0.182,0.156,0.025999999999999995,0.243,0.211,0.032
"Kohlwey, Taylor","670128","2023","13","8",0.154,0.104,0.05,0.154,0.132,0.021999999999999992,0.136,0.104,0.032000000000000015
"Lopez, Irving","676761","2023","12","7",0,0.1,-0.1,0,0.126,-0.126,0,0.091,-0.091
"Piña, Manny","444489","2023","12","9",0.25,0.238,0.01200000000000001,0.5,0.383,0.11699999999999999,0.314,0.261,0.05299999999999999
"Stevenson, Cal","670276","2023","12","7",0,0.128,-0.128,0,0.172,-0.172,0.174,0.271,-0.09700000000000003
"Soto, Livan","670869","2023","12","7",0.222,0.231,-0.009000000000000008,0.222,0.312,-0.09,0.321,0.351,-0.02999999999999997
"Jones, Jahmai","663330","2023","11","5",0.2,0.167,0.033,0.3,0.302,-0.0020000000000000018,0.257,0.243,0.014000000000000012
"Adrianza, Ehire","501303","2023","11","6",0,0.115,-0.115,0,0.147,-0.147,0.063,0.167,-0.10400000000000001
"Tucker, Cole","657061","2023","10","6",0.5,0.365,0.135,0.5,0.491,0.009000000000000008,0.495,0.439,0.055999999999999994
"Dahl, David","621311","2023","9","7",0.111,0.245,-0.134,0.444,0.652,-0.20800000000000002,0.223,0.367,-0.144
"Amaya, Jacob","676070","2023","9","8",0.222,0.272,-0.05000000000000002,0.222,0.362,-0.13999999999999999,0.196,0.274,-0.07800000000000001
"Downs, Jeter","669023","2023","9","4",0.4,0.402,-0.0020000000000000018,0.4,0.487,-0.08699999999999997,0.505,0.525,-0.020000000000000018
"Ornelas, Jonathan","680716","2023","8","3",0.143,0.113,0.029999999999999985,0.143,0.164,-0.02100000000000002,0.201,0.195,0.006000000000000005
"Pérez, Michael","605421","2023","8","7",0.5,0.349,0.15100000000000002,0.625,0.547,0.07799999999999996,0.486,0.378,0.10799999999999998
"Padlo, Kevin","656821","2023","8","8",0.125,0.142,-0.016999999999999987,0.25,0.327,-0.07700000000000001,0.155,0.192,-0.037000000000000005
"Naquin, Tyler","571980","2023","8","1",0,0.03,-0.03,0,0.037,-0.037,0,0.027,-0.027
"Cropley, Tyler","680418","2023","7","5",0.167,0.178,-0.010999999999999982,0.167,0.221,-0.05399999999999999,0.126,0.176,-0.04999999999999999
"Engel, Adam","641553","2023","6","4",0,0.079,-0.079,0,0.082,-0.082,0,0.073,-0.073
"Collins, Zack","641470","2023","6","2",0.5,0.431,0.069,0.5,0.563,-0.06299999999999994,0.526,0.516,0.010000000000000009
"Maggi, Drew","543482","2023","6","5",0.333,0.368,-0.034999999999999976,0.5,0.597,-0.09699999999999998,0.354,0.409,-0.05499999999999999
"Eden, Cam","686490","2023","6","4",0.167,0.201,-0.034,0.167,0.427,-0.26,0.147,0.263,-0.11600000000000002
"Hamilton, Caleb","643348","2023","6","0",0,,,0,,,0.116,0.116,0
"Bannon, Rylan","676625","2023","6","3",0,0.085,-0.085,0,0.101,-0.101,0,0.077,-0.077
"Siani, Michael","672279","2023","6","4",0,0.16,-0.16,0,0.248,-0.248,0.116,0.262,-0.14600000000000002
"Gray, Tristan","656484","2023","5","5",0.4,0.507,-0.10699999999999998,1,1.127,-0.127,0.577,0.678,-0.10100000000000009
"Mitchell, Cal","668751","2023","5","3",0,0.225,-0.225,0,0.369,-0.369,0.139,0.34,-0.201
"Reynolds, Matt","608703","2023","5","2",0.2,0.159,0.04100000000000001,0.2,0.179,0.02100000000000002,0.177,0.149,0.027999999999999997
"Kaiser, Connor","663731","2023","4","2",0,0.213,-0.213,0,0.615,-0.615,0,0.339,-0.339
"Shewmake, Braden","669699","2023","4","3",0,0.128,-0.128,0,0.176,-0.176,0,0.127,-0.127
"Viloria, Meibrys","650619","2023","4","3",0,0.182,-0.182,0,0.193,-0.193,0.174,0.298,-0.124
"Wainwright, Adam","425794","2023","2","1",0,0.131,-0.131,0,0.139,-0.139,0,0.117,-0.117
"Okey, Chris","608360","2023","2","0",0,,,0,,,0,0,0
"Hamilton, Billy","571740","2023","2","1",0,0.01,-0.01,0,0.011,-0.011,0,0.01,-0.01
"Lopez, Alejo","664670","2023","2","1",0.5,0.487,0.013000000000000012,1,0.555,0.44499999999999995,0.622,0.46,0.16199999999999998
"Barrera, Tres","668663","2023","2","2",0,0.087,-0.087,0,0.252,-0.252,0,0.131,-0.131
"Miller, Shelby","571946","2023","1","1",0,0.038,-0.038,0,0.038,-0.038,0,0.036,-0.036
"Castillo, Diego","660636","2023","1","1",0,0.04,-0.04,0,0.114,-0.114,0,0.055,-0.055
"Fulmer, Michael","605242","2023","1","0",0,,,0,,,0,0,0
"Sborz, Josh","622250","2023","1","0",0,,,0,,,0,0,0
"McCoy, Mason","669200","2023","1","0",0,,,0,,,0,0,0
"Seagle, Chandler","676882","2023","1","1",0,0.337,-0.337,0,0.386,-0.386,0,0.322,-0.322
"Culberson, Charlie","518586","2023","1","1",1,0.065,0.935,1,0.067,0.933,0.883,0.064,0.819
