"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Robert Jr., Luis","673357","2024","425","253",0.224,0.212,0.01200000000000001,0.379,0.367,0.01200000000000001,0.285,0.279,0.00599999999999995
"Pérez, Wenceel","672761","2024","425","300",0.242,0.241,0.0010000000000000009,0.383,0.354,0.029000000000000026,0.299,0.291,0.008000000000000007
"Lowe, Brandon","664040","2024","425","275",0.244,0.252,-0.008000000000000007,0.473,0.483,-0.010000000000000009,0.335,0.344,-0.008999999999999952
"Renfroe, Hunter","592669","2024","424","302",0.229,0.222,0.007000000000000006,0.392,0.362,0.030000000000000027,0.302,0.291,0.01100000000000001
"Haniger, Mitch","571745","2024","423","255",0.208,0.216,-0.008000000000000007,0.334,0.365,-0.030999999999999972,0.277,0.293,-0.01599999999999996
"Yoshida, Masataka","807799","2024","421","328",0.28,0.259,0.02100000000000002,0.415,0.395,0.019999999999999962,0.336,0.323,0.013000000000000012
"Tellez, Rowdy","642133","2024","421","299",0.243,0.237,0.006000000000000005,0.392,0.394,-0.0020000000000000018,0.301,0.302,-0.0010000000000000009
"Moniak, Mickey","666160","2024","418","279",0.219,0.221,-0.0020000000000000018,0.38,0.379,0.0010000000000000009,0.281,0.282,-0.0009999999999999454
"Joe, Connor","656582","2024","416","275",0.228,0.206,0.02200000000000002,0.368,0.308,0.06,0.305,0.277,0.02799999999999997
"Wells, Austin","669224","2024","414","275",0.229,0.242,-0.012999999999999984,0.395,0.429,-0.033999999999999975,0.315,0.339,-0.02400000000000002
"Realmuto, J.T.","592663","2024","413","279",0.266,0.268,-0.0020000000000000018,0.429,0.46,-0.031000000000000028,0.326,0.34,-0.014000000000000012
"Crow-Armstrong, Pete","691718","2024","410","285",0.237,0.223,0.013999999999999985,0.384,0.366,0.018000000000000016,0.289,0.28,0.008999999999999952
"Nootbaar, Lars","663457","2024","405","273",0.244,0.264,-0.020000000000000018,0.417,0.454,-0.03700000000000003,0.331,0.354,-0.022999999999999965
"Singleton, Jon","572138","2024","405","247",0.234,0.228,0.006000000000000005,0.386,0.382,0.0040000000000000036,0.312,0.31,0.0020000000000000018
"Gorman, Nolan","669357","2024","402","216",0.203,0.208,-0.004999999999999977,0.4,0.431,-0.030999999999999972,0.29,0.306,-0.016000000000000014
"Wade Jr., LaMonte","664774","2024","401","245",0.26,0.259,0.0010000000000000009,0.381,0.428,-0.046999999999999986,0.337,0.354,-0.01699999999999996
"Brown, Seth","664913","2024","400","261",0.231,0.232,-0.0010000000000000009,0.379,0.386,-0.007000000000000006,0.289,0.294,-0.0050000000000000044
"Larnach, Trevor","663616","2024","400","268",0.259,0.256,0.0030000000000000027,0.434,0.454,-0.020000000000000018,0.336,0.342,-0.006000000000000005
"Kepler, Max","596146","2024","399","291",0.253,0.247,0.006000000000000005,0.38,0.381,-0.0010000000000000009,0.298,0.302,-0.0040000000000000036
"Hayes, Ke'Bryan","663647","2024","396","294",0.233,0.244,-0.010999999999999982,0.29,0.325,-0.03500000000000003,0.256,0.278,-0.02200000000000002
"Lee, Korey","686676","2024","394","255",0.21,0.212,-0.0020000000000000018,0.347,0.339,0.007999999999999952,0.257,0.257,0
"Hernández, Enrique","571771","2024","393","289",0.229,0.233,-0.0040000000000000036,0.373,0.361,0.01200000000000001,0.285,0.285,0
"Fry, David","681807","2024","392","255",0.263,0.248,0.015000000000000013,0.448,0.397,0.05099999999999999,0.347,0.328,0.01899999999999996
"Espinal, Santiago","669289","2024","391","311",0.246,0.258,-0.01200000000000001,0.356,0.344,0.01200000000000001,0.285,0.289,-0.0040000000000000036
"Naylor, Bo","666310","2024","389","236",0.201,0.196,0.0050000000000000044,0.35,0.326,0.023999999999999966,0.269,0.259,0.010000000000000009
"Perdomo, Geraldo","672695","2024","388","291",0.273,0.231,0.04200000000000001,0.374,0.313,0.061,0.317,0.281,0.035999999999999976
"Benson, Will","666181","2024","388","192",0.187,0.18,0.007000000000000006,0.376,0.333,0.04299999999999998,0.285,0.268,0.01699999999999996
"Buxton, Byron","621439","2024","388","258",0.279,0.264,0.015000000000000013,0.524,0.501,0.02300000000000002,0.366,0.353,0.013000000000000012
"Lowe, Josh","666139","2024","387","232",0.241,0.228,0.012999999999999984,0.391,0.388,0.0030000000000000027,0.299,0.295,0.0040000000000000036
"Gonzales, Nick","693304","2024","387","290",0.27,0.27,0,0.398,0.405,-0.007000000000000006,0.307,0.316,-0.009000000000000008
"Kirk, Alejandro","672386","2024","386","298",0.253,0.258,-0.0050000000000000044,0.359,0.392,-0.03300000000000003,0.297,0.324,-0.027000000000000024
"Freeman, Tyler","671289","2024","383","283",0.209,0.236,-0.026999999999999996,0.321,0.338,-0.017000000000000015,0.283,0.302,-0.019000000000000017
"Fraley, Jake","641584","2024","382","283",0.277,0.244,0.03300000000000003,0.386,0.324,0.062,0.314,0.285,0.029000000000000026
"Estrada, Thairo","642731","2024","381","290",0.217,0.226,-0.009000000000000008,0.343,0.339,0.0040000000000000036,0.256,0.263,-0.007000000000000006
"Horwitz, Spencer","687462","2024","381","262",0.265,0.253,0.01200000000000001,0.433,0.418,0.015000000000000013,0.344,0.337,0.006999999999999951
"Torkelson, Spencer","679529","2024","381","238",0.219,0.209,0.010000000000000009,0.374,0.35,0.02400000000000002,0.295,0.283,0.01200000000000001
"Rizzo, Anthony","519203","2024","375","274",0.228,0.239,-0.010999999999999982,0.335,0.34,-0.0050000000000000044,0.285,0.296,-0.01100000000000001
"Marte, Starling","516782","2024","370","259",0.269,0.287,-0.01799999999999996,0.388,0.425,-0.03699999999999998,0.313,0.337,-0.02400000000000002
"Sosa, Lenyn","672820","2024","369","277",0.254,0.279,-0.025000000000000022,0.359,0.419,-0.06,0.28,0.316,-0.035999999999999976
"Fermin, Freddy","666023","2024","368","277",0.271,0.244,0.027000000000000024,0.366,0.335,0.030999999999999972,0.3,0.279,0.020999999999999963
"Correa, Carlos","621043","2024","367","262",0.31,0.274,0.035999999999999976,0.517,0.45,0.067,0.385,0.355,0.030000000000000027
"Toro, Abraham","647351","2024","364","277",0.24,0.245,-0.0050000000000000044,0.35,0.367,-0.017000000000000015,0.283,0.292,-0.009000000000000008
"Amaya, Miguel","665804","2024","363","274",0.232,0.251,-0.01899999999999999,0.357,0.371,-0.014000000000000012,0.283,0.3,-0.017000000000000015
"Rojas, Johan","679032","2024","363","277",0.243,0.225,0.017999999999999988,0.322,0.293,0.029000000000000026,0.265,0.25,0.015000000000000013
"DeLuca, Jonny","676356","2024","362","257",0.217,0.23,-0.013000000000000012,0.331,0.319,0.01200000000000001,0.269,0.273,-0.0040000000000000036
"Drury, Brandon","592273","2024","360","247",0.169,0.202,-0.033,0.228,0.287,-0.05899999999999997,0.217,0.259,-0.04200000000000001
"Contreras, Willson","575929","2024","358","205",0.262,0.259,0.0030000000000000027,0.468,0.456,0.01200000000000001,0.37,0.365,0.0050000000000000044
"Massey, Michael","686681","2024","356","282",0.259,0.258,0.0010000000000000009,0.449,0.413,0.03600000000000003,0.317,0.309,0.008000000000000007
"Brennan, Will","686823","2024","353","283",0.264,0.269,-0.0050000000000000044,0.388,0.374,0.014000000000000012,0.303,0.302,0.0010000000000000009
"Moreno, Gabriel","672515","2024","351","256",0.266,0.255,0.01100000000000001,0.38,0.384,-0.0040000000000000036,0.325,0.325,0
"Díaz, Elias","553869","2024","351","258",0.265,0.242,0.02300000000000002,0.382,0.343,0.03899999999999998,0.303,0.28,0.022999999999999965
"Tauchman, Mike","643565","2024","350","229",0.248,0.238,0.010000000000000009,0.366,0.376,-0.010000000000000009,0.325,0.326,-0.0010000000000000009
"Jiménez, Eloy","650391","2024","349","255",0.238,0.248,-0.010000000000000009,0.336,0.381,-0.044999999999999984,0.276,0.299,-0.022999999999999965
"Rosario, Amed","642708","2024","346","260",0.28,0.25,0.030000000000000027,0.38,0.358,0.02200000000000002,0.299,0.279,0.019999999999999962
"Cave, Jake","595909","2024","346","229",0.251,0.233,0.017999999999999988,0.396,0.356,0.040000000000000036,0.295,0.277,0.01799999999999996
"Bauers, Jake","641343","2024","346","184",0.199,0.201,-0.0020000000000000018,0.361,0.379,-0.018000000000000016,0.294,0.302,-0.008000000000000007
"Taylor, Tyrone","621438","2024","345","241",0.248,0.249,-0.0010000000000000009,0.401,0.39,0.01100000000000001,0.304,0.302,0.0020000000000000018
"Margot, Manuel","622534","2024","343","265",0.238,0.261,-0.02300000000000002,0.337,0.379,-0.04199999999999998,0.276,0.308,-0.03199999999999997
"Alvarez, Francisco","682626","2024","342","224",0.237,0.22,0.016999999999999987,0.403,0.359,0.04400000000000004,0.31,0.289,0.02100000000000002
"Friedl, TJ","670770","2024","341","251",0.226,0.228,-0.0020000000000000018,0.38,0.317,0.063,0.305,0.292,0.013000000000000012
"Fitzgerald, Tyler","666149","2024","341","207",0.28,0.227,0.05300000000000002,0.497,0.378,0.119,0.357,0.292,0.065
"d'Arnaud, Travis","518595","2024","341","222",0.238,0.236,0.0020000000000000018,0.436,0.435,0.0010000000000000009,0.319,0.323,-0.0040000000000000036
"Tucker, Kyle","663656","2024","339","225",0.289,0.279,0.009999999999999953,0.585,0.537,0.04799999999999993,0.419,0.401,0.01799999999999996
"Rojas, Miguel","500743","2024","337","277",0.283,0.279,0.003999999999999948,0.41,0.359,0.05099999999999999,0.327,0.31,0.017000000000000015
"Rogers, Jake","668670","2024","337","213",0.197,0.218,-0.02099999999999999,0.352,0.412,-0.06,0.264,0.297,-0.032999999999999974
"Bichette, Bo","666182","2024","336","249",0.225,0.251,-0.025999999999999995,0.322,0.37,-0.04799999999999999,0.264,0.299,-0.034999999999999976
"Wood, James","695578","2024","336","198",0.264,0.265,-0.0010000000000000009,0.427,0.435,-0.008000000000000007,0.342,0.348,-0.00599999999999995
"Merrifield, Whit","593160","2024","335","245",0.222,0.242,-0.01999999999999999,0.314,0.317,-0.0030000000000000027,0.283,0.295,-0.01200000000000001
"Fortes, Nick","663743","2024","335","279",0.227,0.225,0.0020000000000000018,0.318,0.289,0.029000000000000026,0.252,0.244,0.008000000000000007
"Siani, Michael","672279","2024","334","218",0.228,0.205,0.02300000000000002,0.285,0.265,0.019999999999999962,0.257,0.243,0.014000000000000012
"Duvall, Adam","594807","2024","330","205",0.182,0.196,-0.014000000000000012,0.323,0.386,-0.063,0.252,0.283,-0.030999999999999972
"Rortvedt, Ben","666163","2024","328","202",0.228,0.203,0.024999999999999994,0.303,0.288,0.015000000000000013,0.283,0.267,0.01599999999999996
"Cabrera, Oswaldo","665828","2024","326","241",0.247,0.248,-0.0010000000000000009,0.365,0.334,0.030999999999999972,0.29,0.285,0.0050000000000000044
"McKinstry, Zach","656716","2024","325","230",0.215,0.238,-0.022999999999999993,0.337,0.365,-0.02799999999999997,0.27,0.295,-0.024999999999999967
"Lewis, Royce","668904","2024","325","223",0.233,0.242,-0.00899999999999998,0.452,0.431,0.02100000000000002,0.317,0.317,0
"Jansen, Danny","643376","2024","324","220",0.205,0.201,0.003999999999999976,0.349,0.332,0.01699999999999996,0.294,0.289,0.0050000000000000044
"Andujar, Miguel","609280","2024","319","261",0.285,0.26,0.024999999999999967,0.377,0.337,0.03999999999999998,0.306,0.282,0.02400000000000002
"Rosario, Eddie","592696","2024","319","226",0.175,0.211,-0.036000000000000004,0.316,0.34,-0.02400000000000002,0.23,0.258,-0.027999999999999997
"Hamilton, David","666152","2024","317","214",0.248,0.231,0.016999999999999987,0.395,0.347,0.04800000000000004,0.305,0.282,0.02300000000000002
"Palacios, Richie","680700","2024","316","198",0.223,0.249,-0.025999999999999995,0.318,0.34,-0.02200000000000002,0.303,0.324,-0.02100000000000002
"Vázquez, Christian","543877","2024","315","238",0.221,0.232,-0.01100000000000001,0.327,0.349,-0.021999999999999964,0.25,0.266,-0.016000000000000014
"Yelich, Christian","592885","2024","315","214",0.315,0.289,0.026000000000000023,0.504,0.466,0.03799999999999998,0.391,0.369,0.02200000000000002
"Pillar, Kevin","607680","2024","314","219",0.229,0.22,0.009000000000000008,0.377,0.327,0.04999999999999999,0.293,0.274,0.01899999999999996
"Kelly, Carson","608348","2024","313","227",0.238,0.235,0.0030000000000000027,0.374,0.4,-0.026000000000000023,0.304,0.314,-0.010000000000000009
"Meneses, Joey","608841","2024","313","224",0.231,0.222,0.009000000000000008,0.302,0.324,-0.02200000000000002,0.264,0.274,-0.010000000000000009
"Newman, Kevin","621028","2024","311","248",0.278,0.256,0.02200000000000002,0.375,0.322,0.05299999999999999,0.298,0.271,0.02699999999999997
"Laureano, Ramón","657656","2024","309","191",0.259,0.235,0.02400000000000002,0.437,0.43,0.007000000000000006,0.324,0.312,0.01200000000000001
"Solano, Donovan","456781","2024","309","219",0.286,0.257,0.02899999999999997,0.417,0.377,0.03999999999999998,0.333,0.307,0.026000000000000023
"Smith, Dominic","642086","2024","307","199",0.233,0.22,0.013000000000000012,0.378,0.384,-0.006000000000000005,0.306,0.303,0.0030000000000000027
"Refsnyder, Rob","608701","2024","307","195",0.283,0.252,0.030999999999999972,0.471,0.412,0.059,0.358,0.326,0.03199999999999997
"Rengifo, Luis","650859","2024","304","240",0.3,0.261,0.03899999999999998,0.417,0.35,0.067,0.335,0.294,0.041000000000000036
"Vargas, Ildemaro","545121","2024","303","251",0.246,0.255,-0.009000000000000008,0.316,0.323,-0.007000000000000006,0.271,0.28,-0.009000000000000008
"Edwards, Xavier","669364","2024","303","218",0.328,0.253,0.07500000000000001,0.423,0.322,0.10099999999999998,0.359,0.296,0.063
"Rivera, Emmanuel","656896","2024","302","202",0.238,0.249,-0.01100000000000001,0.343,0.382,-0.03899999999999998,0.291,0.317,-0.026000000000000023
"Julien, Edouard","666397","2024","301","164",0.199,0.197,0.0020000000000000018,0.323,0.353,-0.02999999999999997,0.278,0.287,-0.008999999999999952
"Urías, Ramón","602104","2024","301","218",0.254,0.248,0.006000000000000005,0.423,0.43,-0.007000000000000006,0.325,0.328,-0.0030000000000000027
"Taylor, Michael A.","572191","2024","300","172",0.193,0.204,-0.010999999999999982,0.29,0.332,-0.04200000000000004,0.242,0.27,-0.028000000000000025
"Campusano, Luis","669134","2024","299","237",0.227,0.243,-0.015999999999999986,0.361,0.351,0.010000000000000009,0.282,0.289,-0.007000000000000006
"Meadows, Parker","678009","2024","298","196",0.244,0.23,0.013999999999999985,0.433,0.379,0.05399999999999999,0.321,0.298,0.02300000000000002
"Jones, Nolan","666134","2024","297","169",0.227,0.211,0.016000000000000014,0.32,0.321,-0.0010000000000000009,0.287,0.286,0.0010000000000000009
"Carpenter, Kerry","681481","2024","296","192",0.284,0.265,0.01899999999999996,0.587,0.556,0.030999999999999917,0.39,0.38,0.010000000000000009
"Robles, Victor","645302","2024","295","210",0.307,0.258,0.04899999999999999,0.433,0.39,0.04299999999999998,0.357,0.326,0.030999999999999972
"Frazier, Adam","624428","2024","294","206",0.202,0.238,-0.035999999999999976,0.294,0.317,-0.02300000000000002,0.261,0.287,-0.025999999999999968
"Muncy, Max","571970","2024","293","166",0.232,0.229,0.0030000000000000027,0.494,0.448,0.045999999999999985,0.362,0.35,0.01200000000000001
"Iglesias, Jose","578428","2024","291","232",0.337,0.285,0.052000000000000046,0.448,0.369,0.07900000000000001,0.362,0.313,0.04899999999999999
"Báez, Javier","595879","2024","289","206",0.184,0.222,-0.038000000000000006,0.294,0.344,-0.04999999999999999,0.224,0.264,-0.04000000000000001
"Duran, Ezequiel","677649","2024","285","206",0.246,0.215,0.031,0.321,0.309,0.01200000000000001,0.27,0.252,0.018000000000000016
"Bart, Joey","663698","2024","282","181",0.265,0.248,0.017000000000000015,0.462,0.433,0.029000000000000026,0.347,0.331,0.01599999999999996
"Kiermaier, Kevin","595281","2024","281","181",0.197,0.195,0.0020000000000000018,0.313,0.279,0.033999999999999975,0.241,0.233,0.00799999999999998
"Stallings, Jacob","607732","2024","281","180",0.263,0.235,0.028000000000000025,0.453,0.38,0.07300000000000001,0.353,0.317,0.035999999999999976
"Sánchez, Gary","596142","2024","280","172",0.22,0.219,0.0010000000000000009,0.392,0.399,-0.007000000000000006,0.307,0.309,-0.0020000000000000018
"Grichuk, Randal","545341","2024","279","210",0.291,0.278,0.012999999999999956,0.528,0.484,0.04400000000000004,0.373,0.359,0.014000000000000012
"Bruján, Vidal","660644","2024","278","195",0.222,0.217,0.0050000000000000044,0.319,0.282,0.03700000000000003,0.276,0.262,0.014000000000000012
"Nevin, Tyler","663527","2024","278","184",0.204,0.216,-0.01200000000000001,0.331,0.365,-0.033999999999999975,0.276,0.296,-0.019999999999999962
"Suwinski, Jack","669261","2024","277","170",0.182,0.22,-0.038000000000000006,0.324,0.362,-0.03799999999999998,0.26,0.292,-0.03199999999999997
"Gordon, Nick","624503","2024","275","196",0.227,0.219,0.008000000000000007,0.369,0.352,0.017000000000000015,0.271,0.264,0.007000000000000006
"Sosa, Edmundo","624641","2024","274","186",0.257,0.243,0.014000000000000012,0.422,0.387,0.034999999999999976,0.318,0.305,0.013000000000000012
"Caratini, Victor","605170","2024","274","195",0.269,0.261,0.008000000000000007,0.408,0.394,0.013999999999999957,0.324,0.322,0.0020000000000000018
"Bride, Jonah","681146","2024","272","184",0.276,0.224,0.05200000000000002,0.461,0.334,0.127,0.351,0.296,0.05499999999999999
"Wisely, Brett","689172","2024","272","192",0.238,0.214,0.023999999999999994,0.345,0.312,0.032999999999999974,0.272,0.255,0.017000000000000015
"McCormick, Chas","676801","2024","267","174",0.211,0.223,-0.01200000000000001,0.306,0.356,-0.04999999999999999,0.257,0.285,-0.02799999999999997
"Senzel, Nick","669222","2024","267","176",0.195,0.229,-0.034,0.331,0.353,-0.021999999999999964,0.273,0.298,-0.024999999999999967
"Carlson, Dylan","666185","2024","265","163",0.209,0.195,0.013999999999999985,0.277,0.268,0.009000000000000008,0.257,0.249,0.008000000000000007
"Murphy, Sean","669221","2024","264","167",0.193,0.214,-0.02099999999999999,0.352,0.399,-0.04700000000000004,0.281,0.308,-0.02699999999999997
"Higashioka, Kyle","543309","2024","263","174",0.22,0.22,0,0.476,0.43,0.045999999999999985,0.314,0.298,0.016000000000000014
"Loperfido, Joey","694388","2024","262","150",0.214,0.204,0.010000000000000009,0.35,0.311,0.03899999999999998,0.268,0.254,0.014000000000000012
"Wallner, Matt","670242","2024","261","126",0.259,0.234,0.024999999999999994,0.523,0.466,0.056999999999999995,0.385,0.357,0.028000000000000025
"Peralta, David","444482","2024","260","182",0.267,0.258,0.009000000000000008,0.415,0.375,0.03999999999999998,0.329,0.312,0.017000000000000015
"Gallo, Joey","608336","2024","260","122",0.161,0.173,-0.011999999999999983,0.336,0.348,-0.011999999999999955,0.276,0.285,-0.008999999999999952
"Herrera, Iván","671056","2024","259","178",0.301,0.293,0.008000000000000007,0.428,0.455,-0.027000000000000024,0.351,0.367,-0.016000000000000014
"Heyward, Jason","518792","2024","258","178",0.211,0.233,-0.02200000000000002,0.412,0.346,0.066,0.3,0.29,0.010000000000000009
"Martin, Austin","668885","2024","257","188",0.253,0.259,-0.006000000000000005,0.352,0.34,0.011999999999999955,0.297,0.296,0.0010000000000000009
"Hays, Austin","669720","2024","255","179",0.255,0.234,0.02099999999999999,0.396,0.364,0.03200000000000003,0.303,0.287,0.016000000000000014
"Calhoun, Willie","641432","2024","254","199",0.245,0.257,-0.01200000000000001,0.38,0.352,0.028000000000000025,0.305,0.304,0.0010000000000000009
"Walls, Taylor","670764","2024","252","154",0.183,0.184,-0.0010000000000000009,0.248,0.258,-0.010000000000000009,0.245,0.252,-0.007000000000000006
"Yepez, Juan","660766","2024","249","188",0.283,0.252,0.030999999999999972,0.429,0.352,0.07700000000000001,0.331,0.296,0.03500000000000003
"Montero, Elehuris","660707","2024","247","171",0.205,0.208,-0.0030000000000000027,0.304,0.326,-0.02200000000000002,0.254,0.269,-0.015000000000000013
"Ramírez, Harold","623912","2024","246","189",0.261,0.236,0.025000000000000022,0.324,0.313,0.01100000000000001,0.265,0.252,0.013000000000000012
"Taylor, Chris","621035","2024","246","140",0.202,0.218,-0.015999999999999986,0.3,0.343,-0.04300000000000004,0.272,0.297,-0.024999999999999967
"Grossman, Robbie","543257","2024","245","152",0.212,0.214,-0.0020000000000000018,0.293,0.298,-0.0050000000000000044,0.283,0.292,-0.009000000000000008
"Ibáñez, Andy","628451","2024","244","163",0.241,0.215,0.025999999999999995,0.357,0.325,0.03199999999999997,0.287,0.268,0.01899999999999996
"Grandal, Yasmani","518735","2024","243","173",0.228,0.245,-0.016999999999999987,0.4,0.42,-0.019999999999999962,0.308,0.325,-0.017000000000000015
"Casas, Triston","671213","2024","243","135",0.241,0.219,0.021999999999999992,0.462,0.451,0.01100000000000001,0.342,0.33,0.01200000000000001
"Marte, Noelvi","682622","2024","242","155",0.21,0.225,-0.015000000000000013,0.301,0.345,-0.043999999999999984,0.243,0.267,-0.02400000000000002
"Farmer, Kyle","571657","2024","242","168",0.214,0.225,-0.01100000000000001,0.353,0.36,-0.007000000000000006,0.285,0.294,-0.009000000000000008
"Flores, Wilmer","527038","2024","242","186",0.206,0.221,-0.015000000000000013,0.318,0.338,-0.020000000000000018,0.262,0.284,-0.021999999999999964
"Anderson, Tim","641313","2024","241","166",0.214,0.215,-0.0010000000000000009,0.226,0.283,-0.05699999999999997,0.208,0.23,-0.02200000000000002
"Fletcher, Dominic","666150","2024","241","168",0.206,0.219,-0.013000000000000012,0.256,0.284,-0.02799999999999997,0.227,0.245,-0.017999999999999988
"Rendon, Anthony","543685","2024","238","175",0.218,0.224,-0.006000000000000005,0.267,0.314,-0.046999999999999986,0.264,0.287,-0.022999999999999965
"Vargas, Miguel","678246","2024","237","152",0.15,0.175,-0.024999999999999994,0.257,0.289,-0.03199999999999997,0.233,0.26,-0.026999999999999996
"Trevino, Jose","624431","2024","234","171",0.215,0.203,0.011999999999999983,0.354,0.31,0.043999999999999984,0.284,0.266,0.01799999999999996
"Fairchild, Stuart","656413","2024","233","152",0.215,0.215,0,0.368,0.377,-0.009000000000000008,0.288,0.293,-0.0050000000000000044
"McCann, James","543510","2024","233","162",0.234,0.245,-0.010999999999999982,0.388,0.419,-0.030999999999999972,0.288,0.314,-0.026000000000000023
"Hampson, Garrett","641658","2024","231","158",0.23,0.206,0.02400000000000002,0.3,0.282,0.018000000000000016,0.255,0.244,0.01100000000000001
"Malloy, Justyn-Henry","669234","2024","230","119",0.203,0.179,0.02400000000000002,0.366,0.327,0.03899999999999998,0.291,0.268,0.022999999999999965
"Velázquez, Nelson","676369","2024","230","147",0.2,0.214,-0.013999999999999985,0.366,0.395,-0.029000000000000026,0.28,0.304,-0.023999999999999966
"LeMahieu, DJ","518934","2024","228","173",0.204,0.244,-0.04000000000000001,0.259,0.363,-0.10399999999999998,0.239,0.299,-0.06
"Ahmed, Nick","605113","2024","228","165",0.229,0.227,0.0020000000000000018,0.295,0.321,-0.026000000000000023,0.248,0.26,-0.01200000000000001
"Barger, Addison","680718","2024","225","149",0.197,0.228,-0.031,0.351,0.387,-0.03600000000000003,0.262,0.291,-0.02899999999999997
"Goodman, Hunter","696100","2024","224","149",0.19,0.209,-0.01899999999999999,0.417,0.402,0.014999999999999958,0.274,0.278,-0.0040000000000000036
"Biggio, Cavan","624415","2024","224","118",0.197,0.179,0.018000000000000016,0.303,0.238,0.065,0.285,0.256,0.02899999999999997
"Mitchell, Garrett","669003","2024","224","127",0.255,0.232,0.022999999999999993,0.469,0.375,0.09399999999999997,0.351,0.312,0.03899999999999998
"Valdez, Enmanuel","665839","2024","223","153",0.214,0.235,-0.02099999999999999,0.363,0.411,-0.04799999999999999,0.275,0.306,-0.030999999999999972
"Acuña Jr., Ronald","660670","2024","222","139",0.25,0.26,-0.010000000000000009,0.365,0.426,-0.061,0.322,0.349,-0.02699999999999997
"Schneemann, Daniel","682177","2024","221","126",0.218,0.209,0.009000000000000008,0.368,0.306,0.062,0.295,0.276,0.01899999999999996
"Pagés, Pedro","686780","2024","218","147",0.238,0.224,0.013999999999999985,0.376,0.347,0.029000000000000026,0.286,0.279,0.006999999999999951
"Gonzalez, Romy","663853","2024","216","145",0.266,0.256,0.010000000000000009,0.417,0.416,0.0010000000000000009,0.311,0.314,-0.0030000000000000027
"Soderstrom, Tyler","691016","2024","213","137",0.233,0.24,-0.0069999999999999785,0.429,0.481,-0.05199999999999999,0.322,0.348,-0.025999999999999968
"Slater, Austin","596103","2024","212","121",0.209,0.231,-0.02200000000000002,0.266,0.319,-0.05299999999999999,0.273,0.303,-0.02999999999999997
"Lipscomb, Trey","702358","2024","211","152",0.2,0.229,-0.028999999999999998,0.232,0.289,-0.05699999999999997,0.231,0.267,-0.036000000000000004
"Jiménez, Leo","677870","2024","210","123",0.229,0.228,0.0010000000000000009,0.358,0.362,-0.0040000000000000036,0.308,0.311,-0.0030000000000000027
"Grisham, Trent","663757","2024","209","125",0.19,0.2,-0.010000000000000009,0.385,0.386,-0.0010000000000000009,0.295,0.303,-0.008000000000000007
"Stowers, Kyle","669065","2024","209","119",0.208,0.22,-0.01200000000000001,0.333,0.365,-0.03199999999999997,0.265,0.288,-0.022999999999999965
"Mateo, Jorge","622761","2024","208","149",0.229,0.227,0.0020000000000000018,0.401,0.337,0.064,0.286,0.27,0.01599999999999996
"Holliday, Jackson","702616","2024","208","122",0.189,0.192,-0.0030000000000000027,0.311,0.328,-0.017000000000000015,0.251,0.26,-0.009000000000000008
"Jankowski, Travis","608671","2024","207","146",0.2,0.206,-0.005999999999999978,0.242,0.252,-0.010000000000000009,0.234,0.241,-0.0069999999999999785
"Noel, Jhonkensy","678877","2024","198","117",0.218,0.218,0,0.486,0.435,0.05099999999999999,0.331,0.323,0.008000000000000007
"Olivares, Edward","658668","2024","196","141",0.224,0.28,-0.05600000000000002,0.333,0.397,-0.064,0.276,0.332,-0.055999999999999994
"Stewart, DJ","621466","2024","194","111",0.177,0.213,-0.036000000000000004,0.297,0.347,-0.04999999999999999,0.29,0.327,-0.03700000000000003
"Norby, Connor","681393","2024","194","115",0.236,0.228,0.00799999999999998,0.438,0.441,-0.0030000000000000027,0.316,0.317,-0.0010000000000000009
"Julks, Corey","667452","2024","189","124",0.214,0.213,0.0010000000000000009,0.306,0.306,0,0.26,0.265,-0.0050000000000000044
"Canzone, Dominic","686527","2024","188","117",0.196,0.215,-0.01899999999999999,0.381,0.425,-0.043999999999999984,0.28,0.306,-0.025999999999999968
"Jung, Josh","673962","2024","188","131",0.264,0.241,0.02300000000000002,0.421,0.396,0.024999999999999967,0.311,0.291,0.020000000000000018
"Stubbs, Garrett","596117","2024","187","115",0.207,0.192,0.014999999999999986,0.262,0.238,0.02400000000000002,0.258,0.246,0.01200000000000001
"Guillorme, Luis","641645","2024","187","128",0.205,0.223,-0.018000000000000016,0.273,0.29,-0.01699999999999996,0.263,0.279,-0.016000000000000014
"Thaiss, Matt","642136","2024","186","100",0.204,0.195,0.00899999999999998,0.299,0.325,-0.026000000000000023,0.286,0.292,-0.006000000000000005
"Cameron, Daz","663662","2024","186","121",0.2,0.222,-0.021999999999999992,0.329,0.352,-0.022999999999999965,0.258,0.282,-0.023999999999999966
"Lee, Brooks","686797","2024","185","147",0.221,0.243,-0.021999999999999992,0.32,0.339,-0.019000000000000017,0.252,0.273,-0.02100000000000002
"Alexander, Blaze","677942","2024","185","118",0.247,0.204,0.04300000000000001,0.343,0.281,0.062,0.298,0.258,0.03999999999999998
"Beck, Jordan","687597","2024","184","106",0.188,0.209,-0.02099999999999999,0.276,0.33,-0.05399999999999999,0.231,0.263,-0.032
"Pache, Cristian","665506","2024","183","102",0.2,0.195,0.0050000000000000044,0.279,0.283,-0.003999999999999948,0.25,0.25,0
